ID,Health,Type
1,100,Dove
2,40,Dove
3,80,Dove
4,40,Dove
5,20,Dove
6,100,Dove
7,20,Dove
8,100,Dove
9,20,Dove
10,80,Dove
11,60,Dove
12,80,Dove
13,20,Dove
14,40,Dove
15,100,Dove
16,40,Dove
17,20,Dove
18,20,Dove
19,80,Dove
20,100,Dove
21,40,Dove
22,40,Dove
23,40,Dove
24,20,Dove
25,20,Dove
26,80,Dove
27,80,Dove
28,100,Dove
29,80,Dove
30,20,Dove
31,80,Dove
32,100,Dove
33,100,Hawk
34,80,Hawk
35,100,Hawk
36,20,Hawk
37,60,Hawk
38,80,Hawk
39,80,Hawk
40,60,Hawk
41,40,Hawk
42,40,Hawk
43,40,Hawk
44,80,Hawk
45,100,Hawk
46,60,Hawk
47,60,Hawk
48,80,Hawk
49,80,Hawk
50,20,Hawk
51,60,Hawk
52,60,Hawk
53,20,Hawk
54,100,Hawk
55,100,Hawk
56,80,Hawk
57,20,Hawk
58,80,Hawk
59,80,Hawk
60,20,Hawk
61,40,Hawk
62,80,Hawk
