ID,Health,Type
1,80,Dove
2,80,Dove
3,100,Dove
4,60,Dove
5,40,Dove
6,100,Dove
7,60,Dove
8,100,Dove
9,20,Dove
10,40,Dove
11,100,Dove
12,100,Dove
13,40,Dove
14,40,Dove
15,20,Dove
16,80,Dove
17,60,Dove
18,20,Dove
19,100,Dove
20,20,Dove
21,80,Dove
22,80,Dove
23,20,Dove
24,80,Dove
25,20,Dove
26,40,Dove
27,40,Dove
28,20,Dove
29,60,Dove
30,80,Dove
31,80,Dove
32,80,Dove
33,80,Dove
34,100,Dove
35,100,Dove
36,20,Dove
37,80,Dove
38,80,Dove
39,80,Dove
40,20,Dove
41,80,Dove
42,100,Dove
43,40,Dove
44,100,Dove
45,60,Dove
46,100,Dove
47,60,Dove
48,80,Dove
49,60,Dove
50,80,Dove
51,100,Dove
52,40,Dove
53,60,Dove
54,80,Dove
55,100,Dove
56,80,Dove
57,40,Dove
58,80,Dove
59,100,Dove
60,100,Dove
61,20,Dove
62,60,Dove
63,20,Dove
64,80,Dove
65,60,Dove
66,100,Dove
67,20,Dove
68,60,Dove
69,20,Dove
70,40,Dove
71,40,Dove
72,40,Dove
73,40,Dove
74,100,Dove
75,40,Dove
76,60,Dove
77,100,Dove
78,100,Dove
79,20,Dove
80,80,Dove
81,80,Dove
82,60,Dove
83,100,Dove
84,20,Dove
85,100,Dove
86,80,Dove
87,80,Dove
88,100,Dove
89,20,Dove
90,80,Dove
91,60,Dove
92,80,Dove
93,40,Dove
94,100,Dove
95,20,Hawk
96,100,Hawk
97,60,Hawk
98,40,Hawk
99,80,Hawk
100,80,Hawk
101,100,Hawk
102,40,Hawk
103,20,Hawk
104,40,Hawk
105,80,Hawk
106,60,Hawk
107,40,Hawk
108,100,Hawk
109,80,Hawk
110,60,Hawk
111,100,Hawk
112,40,Hawk
113,100,Hawk
114,60,Hawk
115,20,Hawk
116,40,Hawk
117,100,Hawk
118,100,Hawk
119,100,Hawk
120,20,Hawk
121,40,Hawk
122,40,Hawk
123,100,Hawk
124,20,Hawk
125,60,Hawk
126,100,Hawk
127,80,Hawk
128,60,Hawk
129,60,Hawk
130,80,Hawk
131,20,Hawk
132,40,Hawk
133,40,Hawk
134,20,Hawk
135,60,Hawk
136,100,Hawk
137,80,Hawk
138,60,Hawk
139,80,Hawk
140,100,Hawk
141,60,Hawk
142,60,Hawk
143,80,Hawk
144,60,Hawk
145,40,Hawk
146,80,Hawk
147,100,Hawk
148,100,Hawk
149,100,Hawk
150,100,Hawk
151,20,Hawk
152,60,Hawk
153,20,Hawk
154,60,Hawk
155,20,Hawk
156,20,Hawk
157,80,Hawk
158,100,Hawk
159,20,Hawk
160,40,Hawk
161,100,Hawk
162,20,Hawk
163,40,Hawk
164,100,Hawk
165,60,Hawk
166,60,Hawk
167,100,Hawk
168,100,Hawk
169,40,Hawk
170,100,Hawk
171,80,Hawk
172,80,Hawk
173,60,Hawk
174,20,Hawk
175,40,Hawk
176,60,Hawk
177,80,Hawk
178,60,Hawk
179,80,Hawk
180,20,Hawk
181,40,Hawk
182,20,Hawk
183,80,Hawk
184,100,Hawk
185,80,Hawk
186,100,Hawk
187,20,Hawk
188,80,Hawk
