ID,Health,Type
1,20,Dove
2,20,Dove
3,80,Dove
4,80,Dove
5,80,Dove
6,40,Dove
7,60,Dove
8,20,Dove
9,100,Dove
10,100,Dove
11,60,Dove
12,60,Dove
13,80,Dove
14,100,Dove
15,60,Dove
16,40,Dove
17,20,Dove
18,40,Dove
19,20,Dove
20,100,Dove
21,40,Dove
22,20,Dove
23,60,Dove
24,100,Dove
25,20,Dove
26,60,Dove
27,20,Dove
28,60,Dove
29,80,Hawk
30,60,Hawk
31,100,Hawk
32,20,Hawk
33,20,Hawk
34,60,Hawk
35,20,Hawk
36,20,Hawk
37,20,Hawk
38,80,Hawk
39,60,Hawk
40,40,Hawk
41,60,Hawk
42,20,Hawk
43,40,Hawk
44,20,Hawk
45,40,Hawk
46,40,Hawk
47,80,Hawk
48,100,Hawk
49,60,Hawk
50,60,Hawk
51,80,Hawk
52,100,Hawk
53,60,Hawk
54,40,Hawk
55,20,Hawk
