ID,Health,Type
1,60,Dove
2,100,Dove
3,40,Dove
4,100,Dove
5,100,Dove
6,20,Dove
7,40,Dove
8,80,Dove
9,40,Dove
10,20,Dove
11,100,Dove
12,20,Dove
13,20,Dove
14,40,Dove
15,20,Dove
16,100,Dove
17,40,Dove
18,40,Dove
19,20,Dove
20,60,Dove
21,40,Dove
22,60,Dove
23,60,Dove
24,40,Dove
25,60,Dove
26,40,Dove
27,40,Dove
28,20,Dove
29,100,Dove
30,100,Dove
31,20,Dove
32,80,Dove
33,40,Dove
34,60,Hawk
35,100,Hawk
36,40,Hawk
37,100,Hawk
38,60,Hawk
39,20,Hawk
40,40,Hawk
41,100,Hawk
42,60,Hawk
43,60,Hawk
44,40,Hawk
45,100,Hawk
46,20,Hawk
47,40,Hawk
48,40,Hawk
49,60,Hawk
50,80,Hawk
51,60,Hawk
52,60,Hawk
53,60,Hawk
54,80,Hawk
55,20,Hawk
56,80,Hawk
57,40,Hawk
58,60,Hawk
59,40,Hawk
60,80,Hawk
61,80,Hawk
62,100,Hawk
63,100,Hawk
64,20,Hawk
65,40,Hawk
66,100,Hawk
