ID,Health,Type
1,80,Dove
2,40,Dove
3,100,Dove
4,80,Dove
5,100,Dove
6,80,Dove
7,60,Dove
8,100,Dove
9,60,Dove
10,80,Dove
11,20,Dove
12,20,Dove
13,60,Dove
14,100,Dove
15,60,Dove
16,40,Dove
17,100,Dove
18,40,Dove
19,40,Dove
20,80,Dove
21,20,Dove
22,60,Dove
23,20,Dove
24,40,Dove
25,80,Dove
26,20,Dove
27,60,Dove
28,20,Dove
29,40,Hawk
30,40,Hawk
31,20,Hawk
32,60,Hawk
33,80,Hawk
34,80,Hawk
35,60,Hawk
36,100,Hawk
37,100,Hawk
38,40,Hawk
39,100,Hawk
40,60,Hawk
41,80,Hawk
42,80,Hawk
43,100,Hawk
44,60,Hawk
45,20,Hawk
46,100,Hawk
47,20,Hawk
48,60,Hawk
49,20,Hawk
50,80,Hawk
51,20,Hawk
52,60,Hawk
53,20,Hawk
54,20,Hawk
55,60,Hawk
