ID,Health,Type
1,100,Dove
2,20,Dove
3,20,Dove
4,80,Dove
5,80,Dove
6,100,Dove
7,80,Dove
8,60,Dove
9,80,Dove
10,40,Dove
11,100,Dove
12,20,Dove
13,40,Dove
14,80,Dove
15,40,Dove
16,60,Dove
17,100,Dove
18,40,Dove
19,80,Dove
20,60,Dove
21,100,Dove
22,80,Dove
23,40,Dove
24,100,Dove
25,60,Dove
26,60,Dove
27,80,Dove
28,20,Dove
29,80,Dove
30,40,Dove
31,80,Dove
32,80,Dove
33,100,Dove
34,100,Dove
35,100,Dove
36,80,Dove
37,40,Dove
38,60,Dove
39,60,Dove
40,40,Dove
41,100,Dove
42,100,Dove
43,40,Dove
44,60,Dove
45,40,Dove
46,20,Dove
47,80,Dove
48,40,Dove
49,20,Dove
50,100,Dove
51,60,Dove
52,100,Dove
53,60,Dove
54,80,Dove
55,20,Dove
56,40,Dove
57,20,Dove
58,80,Dove
59,100,Dove
60,40,Dove
61,60,Dove
62,80,Dove
63,100,Hawk
64,60,Hawk
65,100,Hawk
66,60,Hawk
67,20,Hawk
68,100,Hawk
69,100,Hawk
70,100,Hawk
71,60,Hawk
72,60,Hawk
73,60,Hawk
74,80,Hawk
75,80,Hawk
76,80,Hawk
77,100,Hawk
78,100,Hawk
79,20,Hawk
80,20,Hawk
81,40,Hawk
82,80,Hawk
83,20,Hawk
84,100,Hawk
85,60,Hawk
86,40,Hawk
87,20,Hawk
88,40,Hawk
89,80,Hawk
90,60,Hawk
91,20,Hawk
92,100,Hawk
93,20,Hawk
94,20,Hawk
95,100,Hawk
96,80,Hawk
97,20,Hawk
98,60,Hawk
99,40,Hawk
100,80,Hawk
101,80,Hawk
102,60,Hawk
103,80,Hawk
104,60,Hawk
105,100,Hawk
106,60,Hawk
107,40,Hawk
108,80,Hawk
109,40,Hawk
110,60,Hawk
111,100,Hawk
112,20,Hawk
113,20,Hawk
114,60,Hawk
