ID,Health,Type
1,40,Dove
2,100,Dove
3,40,Dove
4,100,Dove
5,40,Dove
6,20,Dove
7,60,Dove
8,80,Dove
9,40,Dove
10,60,Dove
11,20,Dove
12,80,Dove
13,80,Dove
14,60,Dove
15,100,Dove
16,40,Dove
17,40,Dove
18,100,Dove
19,20,Dove
20,60,Dove
21,40,Dove
22,20,Dove
23,100,Dove
24,60,Dove
25,60,Dove
26,80,Dove
27,60,Dove
28,100,Dove
29,20,Dove
30,100,Dove
31,100,Dove
32,40,Dove
33,100,Dove
34,100,Dove
35,80,Dove
36,100,Dove
37,60,Dove
38,60,Dove
39,20,Dove
40,60,Dove
41,100,Dove
42,60,Dove
43,80,Dove
44,60,Dove
45,20,Dove
46,40,Dove
47,40,Dove
48,60,Dove
49,100,Dove
50,80,Dove
51,80,Dove
52,100,Dove
53,80,Dove
54,60,Dove
55,80,Dove
56,100,Dove
57,40,Dove
58,20,Dove
59,40,Dove
60,40,Dove
61,80,Dove
62,60,Dove
63,20,Dove
64,80,Dove
65,20,Dove
66,80,Dove
67,100,Dove
68,60,Dove
69,100,Dove
70,20,Dove
71,80,Dove
72,20,Dove
73,40,Dove
74,40,Hawk
75,40,Hawk
76,40,Hawk
77,40,Hawk
78,100,Hawk
79,20,Hawk
80,80,Hawk
81,100,Hawk
82,60,Hawk
83,100,Hawk
84,60,Hawk
85,40,Hawk
86,80,Hawk
87,20,Hawk
88,60,Hawk
89,100,Hawk
90,40,Hawk
91,20,Hawk
92,80,Hawk
93,100,Hawk
94,60,Hawk
95,40,Hawk
96,100,Hawk
97,40,Hawk
98,60,Hawk
99,60,Hawk
100,80,Hawk
101,100,Hawk
102,40,Hawk
103,60,Hawk
104,100,Hawk
105,100,Hawk
106,20,Hawk
107,100,Hawk
108,40,Hawk
109,80,Hawk
110,20,Hawk
111,40,Hawk
112,80,Hawk
113,80,Hawk
114,40,Hawk
115,100,Hawk
116,40,Hawk
117,20,Hawk
118,40,Hawk
119,100,Hawk
120,100,Hawk
121,40,Hawk
122,60,Hawk
123,100,Hawk
124,100,Hawk
125,60,Hawk
126,100,Hawk
127,60,Hawk
128,40,Hawk
129,20,Hawk
130,40,Hawk
131,20,Hawk
132,100,Hawk
133,40,Hawk
134,60,Hawk
135,80,Hawk
136,40,Hawk
137,100,Hawk
138,40,Hawk
139,20,Hawk
140,40,Hawk
141,80,Hawk
142,80,Hawk
143,80,Hawk
144,100,Hawk
145,40,Hawk
146,80,Hawk
