ID,Health,Type
1,100,Dove
2,20,Dove
3,60,Dove
4,80,Dove
5,80,Dove
6,100,Dove
7,40,Dove
8,80,Dove
9,100,Dove
10,80,Dove
11,20,Dove
12,100,Dove
13,80,Dove
14,40,Dove
15,20,Dove
16,60,Dove
17,40,Dove
18,80,Dove
19,80,Dove
20,40,Dove
21,100,Dove
22,20,Dove
23,60,Dove
24,40,Dove
25,60,Dove
26,20,Dove
27,60,Dove
28,20,Dove
29,80,Dove
30,40,Dove
31,40,Dove
32,100,Dove
33,100,Dove
34,20,Dove
35,40,Dove
36,60,Dove
37,100,Dove
38,40,Dove
39,40,Dove
40,40,Dove
41,40,Dove
42,40,Dove
43,80,Dove
44,60,Dove
45,20,Dove
46,100,Dove
47,40,Dove
48,40,Dove
49,80,Dove
50,40,Dove
51,40,Dove
52,100,Dove
53,40,Dove
54,60,Dove
55,80,Dove
56,80,Dove
57,60,Dove
58,80,Dove
59,80,Dove
60,60,Dove
61,40,Dove
62,20,Dove
63,20,Dove
64,100,Dove
65,80,Dove
66,40,Dove
67,20,Dove
68,20,Dove
69,60,Dove
70,40,Dove
71,60,Dove
72,80,Dove
73,40,Dove
74,100,Dove
75,20,Dove
76,100,Dove
77,20,Dove
78,60,Dove
79,40,Dove
80,40,Dove
81,60,Dove
82,60,Dove
83,80,Dove
84,60,Dove
85,80,Dove
86,60,Dove
87,40,Dove
88,60,Dove
89,80,Dove
90,40,Dove
91,80,Dove
92,100,Dove
93,40,Dove
94,60,Dove
95,100,Dove
96,20,Dove
97,40,Dove
98,100,Dove
99,100,Dove
100,80,Dove
101,60,Dove
102,60,Dove
103,100,Dove
104,100,Hawk
105,60,Hawk
106,100,Hawk
107,80,Hawk
108,80,Hawk
109,100,Hawk
110,60,Hawk
111,80,Hawk
112,80,Hawk
113,60,Hawk
114,40,Hawk
115,60,Hawk
116,20,Hawk
117,100,Hawk
118,80,Hawk
119,80,Hawk
120,80,Hawk
121,40,Hawk
122,80,Hawk
123,20,Hawk
124,20,Hawk
125,80,Hawk
126,60,Hawk
127,80,Hawk
128,20,Hawk
129,20,Hawk
130,20,Hawk
131,80,Hawk
132,20,Hawk
133,40,Hawk
134,60,Hawk
135,60,Hawk
136,80,Hawk
137,60,Hawk
138,100,Hawk
139,40,Hawk
140,100,Hawk
141,80,Hawk
142,20,Hawk
143,100,Hawk
144,100,Hawk
145,80,Hawk
146,20,Hawk
147,60,Hawk
148,40,Hawk
149,20,Hawk
150,40,Hawk
151,80,Hawk
152,80,Hawk
153,80,Hawk
154,80,Hawk
155,100,Hawk
156,40,Hawk
157,80,Hawk
158,60,Hawk
159,80,Hawk
160,20,Hawk
161,60,Hawk
162,60,Hawk
163,100,Hawk
164,60,Hawk
165,40,Hawk
166,60,Hawk
167,40,Hawk
168,100,Hawk
169,40,Hawk
170,80,Hawk
171,20,Hawk
172,60,Hawk
173,40,Hawk
174,20,Hawk
175,60,Hawk
176,100,Hawk
177,80,Hawk
178,60,Hawk
179,100,Hawk
180,40,Hawk
181,60,Hawk
182,40,Hawk
183,20,Hawk
184,100,Hawk
185,20,Hawk
186,40,Hawk
187,60,Hawk
188,100,Hawk
189,100,Hawk
190,20,Hawk
191,80,Hawk
192,80,Hawk
193,40,Hawk
194,60,Hawk
195,80,Hawk
196,100,Hawk
197,100,Hawk
198,80,Hawk
199,80,Hawk
200,40,Hawk
201,60,Hawk
202,100,Hawk
203,20,Hawk
204,60,Hawk
205,60,Hawk
206,80,Hawk
