ID,Health,Type
1,40,Dove
2,40,Dove
3,20,Dove
4,60,Dove
5,100,Dove
6,60,Dove
7,40,Dove
8,80,Dove
9,100,Dove
10,40,Dove
11,100,Dove
12,60,Dove
13,100,Dove
14,100,Dove
15,80,Dove
16,100,Dove
17,80,Dove
18,80,Dove
19,60,Dove
20,20,Dove
21,20,Dove
22,100,Dove
23,100,Dove
24,80,Dove
25,40,Dove
26,100,Dove
27,80,Dove
28,40,Dove
29,60,Dove
30,40,Dove
31,100,Dove
32,100,Dove
33,100,Hawk
34,20,Hawk
35,60,Hawk
36,100,Hawk
37,100,Hawk
38,20,Hawk
39,80,Hawk
40,20,Hawk
41,80,Hawk
42,60,Hawk
43,80,Hawk
44,80,Hawk
45,80,Hawk
46,60,Hawk
47,80,Hawk
48,60,Hawk
49,40,Hawk
50,20,Hawk
51,20,Hawk
52,20,Hawk
53,60,Hawk
