ID,Health,Type
1,60,Dove
2,60,Dove
3,40,Dove
4,60,Dove
5,80,Dove
6,100,Dove
7,80,Dove
8,100,Dove
9,60,Dove
10,80,Dove
11,60,Dove
12,80,Dove
13,60,Dove
14,80,Dove
15,80,Dove
16,100,Dove
17,20,Dove
18,60,Dove
19,40,Dove
20,80,Dove
21,100,Dove
22,40,Dove
23,100,Dove
24,60,Dove
25,60,Dove
26,60,Dove
27,20,Dove
28,40,Dove
29,40,Dove
30,40,Dove
31,20,Dove
32,60,Dove
33,60,Dove
34,60,Dove
35,20,Dove
36,100,Dove
37,60,Dove
38,80,Dove
39,60,Dove
40,20,Dove
41,80,Dove
42,80,Dove
43,60,Dove
44,100,Dove
45,80,Dove
46,100,Dove
47,60,Dove
48,60,Dove
49,20,Dove
50,60,Dove
51,80,Dove
52,40,Dove
53,100,Dove
54,80,Dove
55,40,Dove
56,100,Dove
57,40,Dove
58,100,Dove
59,20,Dove
60,60,Dove
61,80,Dove
62,60,Dove
63,80,Dove
64,80,Dove
65,20,Dove
66,100,Dove
67,60,Dove
68,20,Dove
69,40,Dove
70,40,Dove
71,60,Dove
72,80,Dove
73,100,Dove
74,80,Dove
75,80,Dove
76,20,Dove
77,60,Dove
78,80,Dove
79,100,Dove
80,40,Dove
81,60,Dove
82,100,Dove
83,80,Dove
84,60,Hawk
85,40,Hawk
86,60,Hawk
87,40,Hawk
88,40,Hawk
89,20,Hawk
90,20,Hawk
91,80,Hawk
92,60,Hawk
93,40,Hawk
94,60,Hawk
95,40,Hawk
96,60,Hawk
97,100,Hawk
98,80,Hawk
99,20,Hawk
100,60,Hawk
101,60,Hawk
102,60,Hawk
103,60,Hawk
104,40,Hawk
105,60,Hawk
106,40,Hawk
107,20,Hawk
108,20,Hawk
109,60,Hawk
110,100,Hawk
111,60,Hawk
112,20,Hawk
113,60,Hawk
114,40,Hawk
115,40,Hawk
116,100,Hawk
117,80,Hawk
118,100,Hawk
119,40,Hawk
120,40,Hawk
121,100,Hawk
122,80,Hawk
123,100,Hawk
124,100,Hawk
125,40,Hawk
126,80,Hawk
127,100,Hawk
128,60,Hawk
129,100,Hawk
130,20,Hawk
131,20,Hawk
132,40,Hawk
133,40,Hawk
134,40,Hawk
135,60,Hawk
136,40,Hawk
137,60,Hawk
138,60,Hawk
139,20,Hawk
140,80,Hawk
141,20,Hawk
142,20,Hawk
143,60,Hawk
144,100,Hawk
145,60,Hawk
146,40,Hawk
147,20,Hawk
148,100,Hawk
149,80,Hawk
150,40,Hawk
151,100,Hawk
152,20,Hawk
153,100,Hawk
154,80,Hawk
155,80,Hawk
156,60,Hawk
157,40,Hawk
158,60,Hawk
159,100,Hawk
160,40,Hawk
161,40,Hawk
162,80,Hawk
163,80,Hawk
164,60,Hawk
165,40,Hawk
166,20,Hawk
