ID,Health,Type
1,100,Dove
2,100,Dove
3,100,Dove
4,40,Dove
5,100,Dove
6,80,Dove
7,80,Dove
8,80,Dove
9,100,Dove
10,80,Dove
11,80,Dove
12,100,Dove
13,40,Dove
14,40,Dove
15,20,Dove
16,80,Dove
17,80,Dove
18,100,Dove
19,60,Dove
20,80,Dove
21,40,Dove
22,60,Dove
23,60,Dove
24,40,Dove
25,60,Dove
26,40,Dove
27,20,Dove
28,60,Dove
29,100,Dove
30,20,Dove
31,40,Dove
32,40,Dove
33,100,Dove
34,20,Dove
35,100,Dove
36,60,Dove
37,100,Dove
38,40,Dove
39,80,Dove
40,60,Dove
41,80,Dove
42,100,Dove
43,60,Dove
44,100,Dove
45,20,Dove
46,100,Dove
47,20,Dove
48,60,Dove
49,40,Dove
50,100,Dove
51,20,Dove
52,20,Dove
53,80,Dove
54,80,Dove
55,60,Dove
56,20,Dove
57,60,Dove
58,100,Dove
59,20,Dove
60,40,Dove
61,40,Dove
62,100,Dove
63,80,Dove
64,40,Dove
65,80,Dove
66,20,Dove
67,60,Dove
68,60,Dove
69,60,Dove
70,40,Dove
71,20,Dove
72,40,Dove
73,20,Dove
74,60,Dove
75,80,Dove
76,80,Dove
77,80,Dove
78,80,Dove
79,80,Dove
80,20,Dove
81,20,Dove
82,100,Dove
83,40,Dove
84,40,Dove
85,60,Dove
86,80,Dove
87,20,Dove
88,100,Dove
89,40,Dove
90,20,Dove
91,60,Dove
92,20,Dove
93,100,Dove
94,40,Hawk
95,100,Hawk
96,60,Hawk
97,40,Hawk
98,40,Hawk
99,80,Hawk
100,40,Hawk
101,60,Hawk
102,40,Hawk
103,20,Hawk
104,40,Hawk
105,60,Hawk
106,100,Hawk
107,100,Hawk
108,40,Hawk
109,20,Hawk
110,20,Hawk
111,40,Hawk
112,100,Hawk
113,80,Hawk
114,60,Hawk
115,80,Hawk
116,80,Hawk
117,40,Hawk
118,100,Hawk
119,20,Hawk
120,40,Hawk
121,80,Hawk
122,60,Hawk
123,20,Hawk
124,20,Hawk
125,80,Hawk
126,40,Hawk
127,100,Hawk
128,20,Hawk
129,80,Hawk
130,80,Hawk
131,80,Hawk
132,60,Hawk
133,20,Hawk
134,100,Hawk
135,20,Hawk
136,60,Hawk
137,100,Hawk
138,60,Hawk
139,60,Hawk
140,40,Hawk
141,60,Hawk
142,80,Hawk
143,20,Hawk
144,80,Hawk
145,60,Hawk
146,60,Hawk
147,100,Hawk
148,60,Hawk
149,100,Hawk
150,60,Hawk
151,80,Hawk
152,40,Hawk
153,20,Hawk
154,20,Hawk
155,40,Hawk
156,100,Hawk
157,100,Hawk
158,20,Hawk
159,20,Hawk
160,20,Hawk
161,80,Hawk
162,80,Hawk
163,20,Hawk
164,100,Hawk
165,20,Hawk
166,100,Hawk
167,100,Hawk
168,80,Hawk
169,80,Hawk
170,40,Hawk
171,100,Hawk
172,80,Hawk
173,40,Hawk
174,80,Hawk
175,20,Hawk
176,60,Hawk
177,60,Hawk
178,40,Hawk
179,20,Hawk
180,20,Hawk
181,40,Hawk
182,40,Hawk
183,60,Hawk
184,20,Hawk
185,20,Hawk
186,20,Hawk
