ID,Health,Type
1,100,Dove
2,100,Dove
3,60,Dove
4,20,Dove
5,20,Dove
6,40,Dove
7,20,Dove
8,80,Dove
9,60,Dove
10,80,Dove
11,100,Dove
12,80,Dove
13,100,Dove
14,100,Dove
15,40,Dove
16,20,Dove
17,80,Dove
18,40,Dove
19,40,Dove
20,80,Dove
21,20,Dove
22,100,Dove
23,80,Dove
24,60,Dove
25,60,Dove
26,100,Dove
27,40,Dove
28,100,Dove
29,20,Dove
30,60,Dove
31,60,Dove
32,40,Dove
33,60,Dove
34,40,Dove
35,20,Dove
36,100,Dove
37,100,Dove
38,60,Dove
39,20,Dove
40,80,Dove
41,100,Dove
42,80,Dove
43,80,Dove
44,20,Dove
45,100,Dove
46,80,Dove
47,80,Dove
48,80,Dove
49,60,Dove
50,20,Dove
51,20,Dove
52,80,Dove
53,20,Dove
54,60,Dove
55,20,Dove
56,80,Dove
57,80,Dove
58,100,Dove
59,40,Dove
60,100,Dove
61,80,Dove
62,20,Dove
63,80,Dove
64,20,Dove
65,100,Dove
66,60,Dove
67,20,Dove
68,60,Dove
69,60,Dove
70,80,Dove
71,80,Dove
72,20,Dove
73,60,Dove
74,60,Dove
75,20,Dove
76,100,Dove
77,40,Dove
78,40,Dove
79,80,Dove
80,80,Dove
81,100,Dove
82,40,Dove
83,20,Hawk
84,40,Hawk
85,80,Hawk
86,60,Hawk
87,100,Hawk
88,100,Hawk
89,60,Hawk
90,100,Hawk
91,100,Hawk
92,40,Hawk
93,20,Hawk
94,40,Hawk
95,100,Hawk
96,20,Hawk
97,20,Hawk
98,60,Hawk
99,100,Hawk
100,40,Hawk
101,100,Hawk
102,40,Hawk
103,40,Hawk
104,60,Hawk
105,60,Hawk
106,100,Hawk
107,80,Hawk
108,60,Hawk
109,100,Hawk
110,100,Hawk
111,60,Hawk
112,80,Hawk
113,20,Hawk
114,80,Hawk
115,40,Hawk
116,100,Hawk
117,20,Hawk
118,60,Hawk
119,60,Hawk
120,100,Hawk
121,20,Hawk
122,80,Hawk
123,60,Hawk
124,100,Hawk
125,60,Hawk
126,100,Hawk
127,80,Hawk
128,80,Hawk
129,80,Hawk
130,100,Hawk
131,80,Hawk
132,80,Hawk
133,60,Hawk
134,80,Hawk
135,40,Hawk
136,20,Hawk
137,60,Hawk
138,40,Hawk
139,20,Hawk
140,100,Hawk
141,40,Hawk
142,80,Hawk
143,100,Hawk
144,20,Hawk
145,100,Hawk
146,60,Hawk
147,100,Hawk
148,40,Hawk
149,40,Hawk
150,100,Hawk
151,100,Hawk
152,100,Hawk
153,80,Hawk
154,80,Hawk
155,20,Hawk
156,100,Hawk
157,40,Hawk
158,100,Hawk
159,100,Hawk
160,40,Hawk
161,100,Hawk
162,20,Hawk
